ID,Name in English,Name in French,Name in Spanish,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment
1418,Bubia,bubia,bubia,Cameroon,CMR,bbx,Severely endangered
2664,Budibud,budibud,budibud,Papua New Guinea,PNG,btp,Vulnerable
2278,Budong-Budong,budong-budong,budón-budón,Indonesia,IDN,bdx,Critically endangered
1045,Budukh,boudoukh,buduj,Azerbaijan,AZE,bdk,Severely endangered
66,Buga,buga,mangayat,Sudan,SDN,myj,Critically endangered
1900,Buglé,buglé,buglere,Panama,PAN,,Definitely endangered
1678,Bukharic,boukharique,bukárico,Uzbekistan,UZB,bhh,Definitely endangered
2665,Bukiyip,bukiyip,arapeso montañés,Papua New Guinea,PNG,ape,Vulnerable
2666,Bulgebi,bulgebi,bulgebi,Papua New Guinea,PNG,bmp,Definitely endangered
2657,Bumbita Arapesh,bumbita arapesh,arapeso bumbita,Papua New Guinea,PNG,aon,Vulnerable
1245,Bumthang,bumthangkha,kebumtamp,Bhutan,BTN,kjz,Vulnerable
1181,Bunan,bunan,bunán,India,IND,bfu,Definitely endangered
171,Bundjalung,bandjalang,banyalango,Australia,AUS,bdy,Severely endangered
37,Bung,bung,bung,Cameroon,CMR,bqd,Critically endangered
2396,Bungee,bungee,bungui,Canada,CAN,,Critically endangered
172,Bunuba,bunuba,bunaba,Australia,AUS,bck,Severely endangered
2029,Bunun,bunun,bunún,China,CHN,bnn,Vulnerable
2523,Burate,burate,burate,Indonesia,IDN,bti,Severely endangered
1350,Burgenland Croatian,croate du Burgenland,serbocroata de Burgenland,"Austria, Hungary, Slovakia","AUT, HUN, SVK","bos, hrv, srp",Definitely endangered
1521,Burgundian,bourguignon,borgoñón,France,FRA,fra,Severely endangered
91,Burji,burji,buryí,Kenya,KEN,bji,Vulnerable
119,Burunge,burunge,burunguí,United Republic of Tanzania,TZA,bds,Vulnerable
1599,Burushaski,bourouchaski,buruchaski,Pakistan,PAK,bsk,Vulnerable
507,Buryat (Cis-Baikal),bouriate (Cis-Baïkalie),buriato (cisbaikálico),Russian Federation,RUS,"bxm, bxr, bxu",Severely endangered
458,Buryat (Manchuria),bouriate (Mandchourie),buriato (Manchuria),"China, Mongolia","CHN, MNG","bxm, bxr, bxu",Definitely endangered
469,Buryat (Trans-Baikal),bouriate (Transbaïkalie),buriato (transbaikálico),Russian Federation,RUS,"bxm, bxr, bxu",Definitely endangered
2615,Busoa,busoa,busoa,Indonesia,IDN,bup,Vulnerable
1676,Bussa,bussa,busa,Ethiopia,ETH,dox,Vulnerable
1400,Busuu,busuu,busú,Cameroon,CMR,bju,Critically endangered
2416,Buyang,buyang,buyán,China,CHN,"yzg, yha, yin",Severely endangered
1744,Bwisi,bwisi,talinga-bwisi,"Congo, Gabon","COG, GAB",bwz,Definitely endangered
433,Byangsi,byangsi,byangsi,"India, Nepal","IND, NPL",bee,Definitely endangered
2490,Caac,caac,caac,New Caledonia (France),NCL,msq,Vulnerable
1875,Cabécar,cabecar,cabécar,Costa Rica,CRI,,Vulnerable
2016,Cabiyarí,cabiyarí,cabiyarí,Colombia,COL,cbb,Critically endangered
1894,Cacaopera,cacaopera,cacaopera,Nicaragua,NIC,ccr,Extinct
1877,Cacua,kakwa,cacua,Colombia,COL,cbv,Severely endangered
894,Caddo,caddo,cado,United States of America,USA,cad,Critically endangered
867,Cahuilla,cahuilla,cahuilla,United States of America,USA,chl,Critically endangered
577,Callahuaya,kallawaya,callawalla,Bolivia (Plurinational State of),BOL,caw,Critically endangered
2213,Camarines Norte Agta,agta de Camarines-nord,agta de Camarines Norte,Philippines,PHL,abd,Severely endangered
36,Cambap,cambap,cambap,Cameroon,CMR,twn,Critically endangered
337,Campidanese,campidanien,sardo campidanés,Italy,ITA,sro,Definitely endangered
578,Camsá,camsá,camsá,Colombia,COL,kbh,Definitely endangered
579,Candoshi,candoshi,candoshi,Peru,PER,cbu,Definitely endangered
580,Canichana,canichana,canichana,Bolivia (Plurinational State of),BOL,caz,Extinct
746,Capanahua,capanahua,capanahua,Peru,PER,kaq,Severely endangered
135,Cape Khoekhoe,khoekhoe du Cap,nama,South Africa,ZAF,naq,Extinct
2185,Cappadocian Greek (Greece),grec cappadocien (Grèce),griego capadocio (Grecia),Greece,GRC,cpg,Critically endangered
1338,Cappadocian Greek (Turkey),grec cappadocien (Turquie),griego capadocio (Turquía),Turkey,TUR,cpg,Extinct
2058,Caquinte Campa,caquinte campa,caquinté,Peru,PER,cot,Definitely endangered
2038,Carabayo,carabayo,carabayo,Colombia,COL,cby,Extinct
612,Carapana (Brazil),carapana (Brésil),carapana (Brasil),Brazil,BRA,cbc,Severely endangered
2003,Carapana (Colombia),carapana (Colombie),carapana (Colombia),Colombia,COL,cbc,Definitely endangered
289,Carijona,carijona,carijona,Colombia,COL,cbd,Critically endangered
1241,Carrier,carrier,carrier,Canada,CAN,"bcr, caf, crx",Severely endangered
747,Cashibo-Cacataibo,cashibo-cacataibo,cachibo,Peru,PER,cbr,Definitely endangered
1631,Cashinahua (Brazil),cashinahua (Brésil),cashinahua (Brasil),Brazil,BRA,cbs,Vulnerable
749,Cashinahua (Peru),cashinahua (Pérou),cashinahua (Perú),Peru,PER,cbs,Definitely endangered
890,Catawba,catawba,catauba,United States of America,USA,chc,Extinct
1659,Cavineña,cavineña,cavineña,Bolivia (Plurinational State of),BOL,cav,Definitely endangered
804,Cayuga (Canada),cayuga (Canada),cayuga (Canadá),Canada,CAN,cay,Critically endangered
255,Cayuga (Oklahoma),cayuga (Oklahoma),cayuga (Oklahoma),United States of America,USA,cay,Extinct
881,Cayuse,cayuse,cayuse,United States of America,USA,xcy,Extinct
582,Cayuvava,cayuvava,cayubaba,Bolivia (Plurinational State of),BOL,cyb,Critically endangered
690,Central Alaskan Yupik (2),yupik d'Alaska Centrale (2),yupí alasquiano central (2),United States of America,USA,esu,Vulnerable
691,Central Alaskan Yupik (Nunivak Island),yupik d'Alaska Centrale (île Nunivak),yupí alasquiano central (isla de Nunivak),United States of America,USA,esu,Vulnerable
2486,Central Asian Arabic,arabe d'Asie centrale,árabe asiático central,"Uzbekistan, Tajikistan, Afghanistan","UZB, TJK, AFG","abh, auz",Definitely endangered
2214,Central Cagayan Agta,agta de Cagayan central,agta de Cagayán central,Philippines,PHL,agt,Vulnerable
1016,Central Cuicatec,cuicatèque central,cuicateco central,Mexico,MEX,"cux, cut",Vulnerable
808,Central Kalapuyan,kalapuya central,kalapuya central,United States of America,USA,kyl,Extinct
1503,Central Náhuatl,náhuatl central,nahua central,Mexico,MEX,"nhn, nch, ncx",Vulnerable
2363,Central Ojibwe,ojibwe central,oyibua central,Canada,CAN,ojc,Definitely endangered
928,Central Otomí,otomí central,otomí central,Mexico,MEX,,Definitely endangered
925,Central Pame,pamé central,pame central,Mexico,MEX,pbs,Vulnerable
835,Central Pomo,pomo central,pomo central,United States of America,USA,poo,Critically endangered
1266,Central Popoloc,popoloc central,popoloca central,Mexico,MEX,,Severely endangered
719,Central Selkup,selkup central,selcupo central,Russian Federation,RUS,sel,Critically endangered
147,Central Siberian Yupik (Chukotka),yupik de Sibérie (Chukotka),yupí siberiano central (península Chukchi),Russian Federation,RUS,ess,Severely endangered
482,Central Siberian Yupik (St. Lawrence Island),yupik de Sibérie (île Saint Laurent),yupí siberiano central (isla de San Lorenzo),United States of America,USA,ess,Definitely endangered
816,Central Sierra Miwok,miwok de la Sierra centrale,miwokano serrano central,United States of America,USA,csm,Critically endangered
992,Central Tlapanec,tlapanèque cental,tlapaneco central,Mexico,MEX,,Vulnerable
909,Central Zoque,zoque central,zoqué central,Mexico,MEX,,Definitely endangered
1784,Ch'orti' (Guatemala),ch’orti' (Guatemala),chortí (Guatemala),Guatemala,GTM,caa,Definitely endangered
1864,Ch'orti' (Honduras),ch’orti' (Honduras),chortí (Honduras),Honduras,HND,caa,Critically endangered
581,Cha'palaa,chapalaa,cayapa,Ecuador,ECU,cbi,Definitely endangered
1952,Chácobo,chácobo,chácobo,Bolivia (Plurinational State of),BOL,cao,Definitely endangered
519,Chairel,,,India,IND,,Extinct
1249,Chali,chalikha,chalimpa,Bhutan,BTN,tgf,Definitely endangered
2024,Chamacoco,chamacoco,chamacoco,"Brazil, Paraguay","BRA, PRY",ceg,Critically endangered
1046,Chamalal,chamalal,chamalal,Russian Federation,RUS,cji,Definitely endangered
1553,Chambeali,chambeali,chameali,India,IND,cdh,Definitely endangered
583,Chamicuro,chamicuro,chamicuro,Peru,PER,ccc,Critically endangered
1025,Chamling,chamling,chamlingo,Nepal,NPL,rab,Definitely endangered
2350,Chamorro,chamorro,chamorro,Guam (U.S.A.),GUM,cha,Vulnerable
1520,Champenois,champenois,champañés,"Belgium, France","BEL, FRA",fra,Severely endangered
2060,Chaná,chaná,chaná,Argentina,ARG,,Critically endangered
1131,Chang,chang,chang,India,IND,nbc,Vulnerable
432,Chantyal,chantyal,chantel,Nepal,NPL,chx,Definitely endangered
1677,Chara,chara,chara,Ethiopia,ETH,cra,Vulnerable
957,Chatino of the western lowlands,chatino des basses-terres occidentales,chatino de la zona baja occidental,Mexico,MEX,ctp,Definitely endangered
956,Chatino of Zacatepec,chatino de Zacatepec,chatino de Zacatepeco,Mexico,MEX,ctz,Definitely endangered
2251,Chatong,chatong,chatong,Lao People's Democratic Republic,LAO,,Definitely endangered
520,Chawte,chawte,chote naga,Myanmar,MMR,,Definitely endangered
743,Chayahuita,chayahuita,chayahuita,Peru,PER,cbt,Definitely endangered
2290,Che Wong,che wong,chuba,Malaysia,MYS,cwg,Definitely endangered
1067,Chechen,tchétchène,checheno,Russian Federation,RUS,che,Vulnerable
1470,Chemehuevi,chemehuevi,chemehuevi,United States of America,USA,ute,Critically endangered
1082,Chepang,chepang,chepang,Nepal,NPL,"cdm, byh",Vulnerable
525,Chepya,chepya,chepya,Lao People's Democratic Republic,LAO,ycp,Definitely endangered
1536,Cherokee (North Carolina),cherokee (Caroline du Nord),cheroki (Carolina del Norte),United States of America,USA,chr,Severely endangered
903,Cherokee (Oklahoma),cherokee (Oklahoma),cheroki (Oklahoma),United States of America,USA,chr,Definitely endangered
2444,Chesu,chesu,chesu,China,CHN,ych,Definitely endangered
765,Cheyenne (Montana),cheyenne (Montana),cheyén (Montana),United States of America,USA,chy,Definitely endangered
1456,Cheyenne (Oklahoma),cheyenne (Oklahoma),cheyén (Oklahoma),United States of America,USA,chy,Severely endangered
697,Chichimec,chichimèque,chichimeca,Mexico,MEX,pei,Vulnerable
897,Chickasaw,chickasaw,chicasa,United States of America,USA,cic,Severely endangered
1481,Chihuahua Lower Pima,bas-pima du Chihuahua,pima bajo de Chihuahua,Mexico,MEX,pia,Definitely endangered
1280,Chilchotla Mazatec,mazatèque de Chilchotla,mazateco de Chilchotla,Mexico,MEX,,Vulnerable
800,Chilcotin,chilcotin,chilcotín,Canada,CAN,clc,Definitely endangered
1846,Chilisso,chilisso,chiliss,Pakistan,PAK,clh,Severely endangered
634,Chimané,chimané,chimané,Bolivia (Plurinational State of),BOL,cas,Vulnerable
290,Chimila,chimila,chimila,Colombia,COL,cbg,Severely endangered
256,Chinook Jargon,jargon chinook,chinuco,United States of America,USA,chn,Critically endangered
434,Chintang,chintang,chintán,Nepal,NPL,ctn,Severely endangered
2442,Chintaw,chintaw,chaunta,China,CHN,xia,Critically endangered
584,Chipaya,chipaya,chipaya,Bolivia (Plurinational State of),BOL,cap,Definitely endangered
1284,Chiquihuitlán Mazatec,mazatèque de Chiquihuitlán,mazateco de San Juan Chiquihuillán,Mexico,MEX,maq,Definitely endangered
585,Chiquitano (Bolivia),chiquitano (État plurinational de Bolivie),Chiquitano (Bolivia),Bolivia (Plurinational State of),BOL,cax,Definitely endangered
2025,Chiquitano (Brazil),chiquitano (Brésil),Chiquitano (Brasil),Brazil,BRA,cax,Critically endangered
888,Chiwere,chiwere,chiwere,United States of America,USA,iow,Extinct
1252,Cho-ca-nga-ca-kha,chocangacakha,chocangacakha,Bhutan,BTN,cgk,Definitely endangered
1541,Choctaw (Louisiana),choctaw (Louisiane),chocta (Luisiana),United States of America,USA,cho,Vulnerable
896,Choctaw (Mississipi),choctaw (Mississippi),chocta (Mississipi),United States of America,USA,cho,Vulnerable
1542,Choctaw (Oklahoma),choctaw (Oklahoma),chocta (Oklahoma),United States of America,USA,cho,Vulnerable
1141,Chokri,chokri,chokrí,India,IND,nri,Vulnerable
587,Cholon,cholon,cholón,Peru,PER,cht,Extinct
1004,Chong,chong,chong,"Cambodia, Thailand","KHM, THA",cog,Severely endangered
1356,Chontal Tabasco,chontal du Tabasco,chontal de Tabasco,Mexico,MEX,chf,Severely endangered
1906,Chorote Iyojwa'ja,choroti iyojwa'ja,chorote iyojwa’ja,"Argentina, Paraguay","ARG, PRY",crt,Severely endangered
1876,Chorotega,chorotega,chorotega,Costa Rica,CRI,,Critically endangered
2431,Choyi,choyi,queyu,China,CHN,qvy,Definitely endangered
2246,Chrau,chrau,gro,Viet Nam,VNM,crw,Definitely endangered
2238,Chru,chru,cru,Viet Nam,VNM,cje,Vulnerable
2464,Chuang,chuang,chuang,Cambodia,KHM,,Critically endangered
1787,Chuj (Guatemala),chuj (Guatemala),chuj (Guatemala),Guatemala,GTM,"cnm, cac",Vulnerable
1360,Chuj (Mexico),chuj (Mexique),chuj (México),Mexico,MEX,"cnm, cac",Critically endangered
466,Chukchi,tchouktche,chukoto,Russian Federation,RUS,ckt,Severely endangered
467,Chulym Turk,tchoulim turcique,chulimo túrcico,Russian Federation,RUS,clw,Critically endangered
1991,Chung (Cambodia),chung (Cambodge),sa-och (Camboya),Cambodia,KHM,scq,Critically endangered
1002,Chung (Thailand),chung (Thaïlande),sa-och (Tailandia),Thailand,THA,scq,Critically endangered
1554,Churahi,churahi,churahi,India,IND,cdj,Definitely endangered
338,Chuvash,tchouvache,chuvacho,Russian Federation,RUS,chv,Vulnerable
442,Chɨlɨng,Chɨlɨng,chulún,Nepal,NPL,cur,Definitely endangered
1345,Cimbrian,cimbre,cimbriano,Italy,ITA,cim,Definitely endangered
589,Cinta Larga,cinta larga,cinta larga,Brazil,BRA,cin,Vulnerable
10,Cobiana,kobiana,kobiana,"Guinea-Bissau, Senegal","GNB, SEN",kcj,Critically endangered
1789,Cocama-Cocamilla (Brazil),cocama-cocamilla (Brésil),cocama-cocamilla (Brasil),Brazil,BRA,cod,Critically endangered
590,Cocama-Cocamilla (Peru),cocama-cocamilla (Pérou),cocama-cocamilla (Perú),Peru,PER,cod,Severely endangered
846,Cocopa (Arizona),cocopa (Arizona),cocopa (Arizona),United States of America,USA,coc,Severely endangered
723,Cocopa (Mexico),cucapá (Mexique),cocopa (México),Mexico,MEX,coc,Definitely endangered
802,Coeur d'Alene,coeur d’Alene,cordaleno,United States of America,USA,crd,Critically endangered
803,Columbian,columbian,columbiano,United States of America,USA,col,Critically endangered
862,Comanche,comanche,comanche,United States of America,USA,com,Severely endangered
693,Comox/Sliammon,comox/sliammon,cómox,Canada,CAN,coo,Critically endangered
2239,Côông,công,cung,Viet Nam,VNM,cnc,Definitely endangered
763,Copper Island Aleut,aleut de l'île Copper,aleutiano de la isla Copper,Russian Federation,RUS,mud,Critically endangered
8,Coptic,copte,copto,Egypt,EGY,cop,Extinct
367,Corfiot Italkian,italkien de Corfou,italkiano de Corfú,Greece,GRC,,Critically endangered
339,Cornish,cornique,córnico,United Kingdom of Great Britain and Northern Ireland,GBR,cor,Critically endangered
340,Corsican,corse,corso,"France, Italy","FRA, ITA",cos,Definitely endangered
2241,Cosung (China),cosung (Chine),cosung (China),China,CHN,lkc,Definitely endangered
2240,Cosung (Viet Nam),cosung (kucong),cosung (Vietnam),Viet Nam,VNM,lkc,Definitely endangered
798,Cowlitz,cowlitz,cowlitz,United States of America,USA,cow,Extinct
900,Creek,creek,muskoguí,United States of America,USA,mus,Definitely endangered
342,Crimean Tatar (Crimea),tatar de Crimée (Crimée),tártaro crimeano (Crimea),Ukraine,UKR,"crh, jct",Severely endangered
1448,Crimean Tatar (Dobruja),tatar de Crimée (Dobroudja),tártaro crimeano (Dobruja),"Bulgaria, Romania","BGR, ROU","crh, jct",Severely endangered
1335,Crimean Turkish,turc de Crimée,turco crimeano,Ukraine,UKR,,Severely endangered
883,Crow,crow,absáraca,United States of America,USA,cro,Definitely endangered
1351,Csángó Hungarian,hongrois csángó,csángó,Romania,ROU,hun,Severely endangered
1796,Cubeo (Brazil),cubeo (Brésil),cubeo (Brasil),Brazil,BRA,cub,Definitely endangered
2002,Cubeo (Colombia),cubeo (Colombie),cubeo (Colombia),Colombia,COL,cub,Vulnerable
299,Cuiba,cuiba,cuiba,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",cui,Severely endangered
1798,Culina (Brazil),culina (Brésil),culina (Brasil),Brazil,BRA,cul,Vulnerable
744,Culina (Peru),culina (Pérou),culina (Perú),Peru,PER,cul,Definitely endangered
594,Culle,culle,culle,Peru,PER,,Extinct
1609,Cuman,,,Hungary,HUN,,Extinct
2261,Cuona Menba,cuona menba,monpa de Cuona,"Bhutan, China, India","BTN, CHN, IND",twm,Vulnerable
868,Cupeño,cupeno,cupeño,United States of America,USA,cup,Extinct
343,Cypriot Arabic,arabe chypriote,árabe chipriota,Cyprus,CYP,acy,Severely endangered
2526,Dabra,dabra,dabra,Indonesia,IDN,,Vulnerable
449,Dagur (Amur),dagour (Amour),daguro (Amur),China,CHN,dta,Critically endangered
450,Dagur (Hailar),dagour (Hailar),daguro (Hailar),China,CHN,dta,Definitely endangered
451,Dagur (Nonni),dagour (Nonni),daguro (Nonni),China,CHN,dta,Definitely endangered
76,Dahaalik,dahlik,dahaalik,Eritrea,ERI,,Critically endangered
101,Dahalo,dahalo,sanye,Kenya,KEN,dal,Severely endangered
1698,Dair,dair,dair,Sudan,SDN,drb,Severely endangered
2279,Dakka,dakka,dakka,Indonesia,IDN,,Vulnerable
2252,Dakkang,dakkang,dakkang,Lao People's Democratic Republic,LAO,,Definitely endangered
273,Dakota,dakota,dakota,Canada,CAN,dak,Definitely endangered
1251,Dakpa,dakpakha,dakpa,"Bhutan, India","BTN, IND",dka,Definitely endangered
344,Dalecarlian,dalécarlien,dalecarliano,Sweden,SWE,swe,Definitely endangered
345,Dalmatian,dalmate,dálmata,Croatia,HRV,dlm,Extinct
2524,Damal,damal,damal,Indonesia,IDN,uhn,Vulnerable
1910,Damana,damana,malayo,Colombia,COL,mbp,Definitely endangered
1605,Dameli,dameli,damelí,Pakistan,PAK,dml,Severely endangered
2280,Dampel,dampal,dampal,Indonesia,IDN,,Critically endangered
2616,Dampelas,dampelas,dampelasa,Indonesia,IDN,dms,Definitely endangered
521,Danaw,danaw,danáu,Myanmar,MMR,dnu,Critically endangered
1420,Danisi,danisi,danisa,Botswana,BWA,shg,Critically endangered
431,Danuwar,dhanwar,danvar,Nepal,NPL,dhw,Severely endangered
1083,Darai,darai,darai,Nepal,NPL,dry,Severely endangered
1070,Dargwa,dargwa,dargínico,Russian Federation,RUS,dar,Vulnerable
1773,Dari,dari,darí,Iran (Islamic Republic of),IRN,gbz,Definitely endangered
435,Darma,darma,darma,"India, Nepal","IND, NPL",drd,Definitely endangered
1770,Dâw,dâw,kamá,Brazil,BRA,kwa,Vulnerable
29,Defaka,defaka,defaka,Nigeria,NGA,afn,Critically endangered
2527,Demisa,demisa,demisa,Indonesia,IDN,dei,Definitely endangered
271,Dene Suline,dene suline,dené suliné,Canada,CAN,chp,Vulnerable
2667,Dengalu,dengalu,dengalu,Papua New Guinea,PNG,ptp,Definitely endangered
1764,Dení,dení,dení,Brazil,BRA,dny,Vulnerable
1170,Deori,deori,deori,India,IND,der,Definitely endangered
1628,Desano (Brazil),desano (Brésil),desano (Brasil),Brazil,BRA,des,Definitely endangered
2004,Desano (Colombia),desano (Colombie),desano (Colombia),Colombia,COL,des,Definitely endangered
129,Deti,deti,cuengo deti,Botswana,BWA,shg,Extinct
123,Dhaiso,dhaiso,daisa,United Republic of Tanzania,TZA,dhs,Definitely endangered
2074,Dharawal,dharawal,thurawal,Australia,AUS,tbh,Critically endangered
2073,Dharug,dharug,iyora,Australia,AUS,nil,Critically endangered
436,Dhimal,dhimal,dhimal,Nepal,NPL,dhi,Severely endangered
2075,Dhurga,dhurga,dhurga,Australia,AUS,dhu,Critically endangered
595,Diahói,diahói,diahói,Brazil,BRA,pah,Critically endangered
2201,Dicamay Agta,agta de Dicamay,agta de Dicamay,Philippines,PHL,duy,Extinct
73,Dilling,dilling,dillingo,Sudan,SDN,dil,Definitely endangered
1167,Dimasa,dimasa,dimasa,India,IND,dis,Vulnerable
1413,Dimbong,dimbong,dimbongo,Cameroon,CMR,dii,Critically endangered
83,Dimme,dime,dimé,Ethiopia,ETH,dim,Vulnerable
1616,Djeoromitxi,djeoromitxi,jabutí,Brazil,BRA,jbt,Severely endangered
175,Djinang,djinang,djinang,Australia,AUS,dji,Definitely endangered
2668,Doga,doga,doga,Papua New Guinea,PNG,dgg,Definitely endangered
268,Dogrib,dogrib,dogrí,Canada,CAN,dgr,Vulnerable
1085,Dol-po,dolpo,dolpo,Nepal,NPL,dre,Definitely endangered
468,Dolgan,dolgane,dolgán,Russian Federation,RUS,dlg,Definitely endangered
43,Domaaki,domaaki,domakí,Pakistan,PAK,dmk,Severely endangered
2217,Domari,domari,domarí,"Egypt, Israel, Jordan, Lebanon, Libyan Arab Jamahiriya, Palestine, Syrian Arab Republic","EGY, ISR, JOR, LBN, LBY, PSE, SYR",rmt,Severely endangered
2304,Dondo,dondo,dondo,Indonesia,IDN,dok,Vulnerable
74,Dongotono,dongotono,dongotono,Sudan,SDN,ddd,Vulnerable
1904,Dorasque,,Dorasque,Panama,PAN,,Extinct
2511,Dorig,dorig,wetamut,Vanuatu,VUT,wwo,Definitely endangered
2629,Dororo,dororo,dororo,Solomon Islands,SLB,drr,Extinct
2100,Dorro,dorro,dorro,Papua New Guinea,PNG,mxw,Severely endangered
