,P[Y=1],P[Y=2],P[Y=3],y_hat,y_avg,y_obs,residual1,residual2
mpm,0.983331326,0.01645189,0.000216784,1,1.016885458,1,-0.016885458,0
mpn,0.895270424,0.100654884,0.004074692,1,1.108804268,1,-0.108804268,0
mpo,0.936911668,0.061338834,0.001749498,1,1.06483783,1,-0.06483783,0
mpp,0.996165815,0.003809342,2.48E-05,1,1.003859028,1,-0.003859028,0
mpq,0.755797678,0.225604571,0.018597751,1,1.262800073,1,-0.262800073,0
mpr,0.927660978,0.07014861,0.002190412,1,1.074529435,1,-0.074529435,0
mps,0.996115491,0.003859195,2.53E-05,1,1.003909823,1,-0.003909823,0
mpt,0.976809093,0.022831977,0.00035893,1,1.023549838,1,-0.023549838,0
mpu,0.370366282,0.485034081,0.144599637,2,1.774233355,2,0.225766645,0
mpv,0.581477802,0.36332676,0.055195438,1,1.473717636,2,0.526282364,1
mpw,0.141518745,0.482951407,0.375529848,2,2.234011103,2,-0.234011103,0
mpz,0.779326685,0.205313453,0.015359862,1,1.236033177,1,-0.236033177,0
mqa,0.920339487,0.077090478,0.002570035,1,1.082230547,1,-0.082230547,0
mqb,0.984391541,0.015412197,0.000196262,1,1.015804721,1,-0.015804721,0
mqc,0.913074702,0.083951875,0.002973423,1,1.089898721,1,-0.089898721,0
mqe,0.969781872,0.029677266,0.000540862,1,1.030758991,1,-0.030758991,0
mqf,0.984362351,0.015440832,0.000196817,1,1.015834466,1,-0.015834466,0
mqh,0.148478625,0.487519633,0.364001742,2,2.215523117,1,-1.215523117,-1
mqj,0.998368301,0.001624329,7.37E-06,1,1.001639069,1,-0.001639069,0
mqk,0.950438691,0.048377968,0.001183341,1,1.05074465,1,-0.05074465,0
mql,0.997896867,0.002092588,1.05E-05,1,1.002113678,1,-0.002113678,0
mqm,0.307079978,0.505277963,0.187642059,2,1.880562081,1,-0.880562081,-1
mqn,0.978694903,0.020989999,0.000315098,1,1.021620195,1,-0.021620195,0
mqo,0.948770907,0.049981047,0.001248047,1,1.05247714,1,-0.05247714,0
mqp,0.795898312,0.190818224,0.013283463,1,1.217385151,1,-0.217385151,0
mqq,0.924633713,0.073022188,0.002344099,1,1.077710386,1,-0.077710386,0
mqr,0.3031323,0.506176071,0.190691629,2,1.887559329,2,0.112440671,0
mqs,0.987056823,0.01279512,0.000148057,1,1.013091235,1,-0.013091235,0
mqt,0.378585971,0.481691447,0.139722582,2,1.761136611,2,0.238863389,0
mqu,0.234377471,0.512999073,0.252623456,2,2.018245985,1,-1.018245985,-1
mqv,0.86960747,0.124445986,0.005946544,1,1.136339074,1,-0.136339074,0
mqw,0.982700018,0.017070623,0.000229358,1,1.01752934,1,-0.01752934,0
mqx,0.975202026,0.024399994,0.00039798,1,1.025195954,1,-0.025195954,0
mqy,0.999220752,0.000776621,2.63E-06,1,1.000781876,1,-0.000781876,0
mqz,0.969605527,0.029848678,0.000545795,1,1.030940267,1,-0.030940267,0
mra,0.925023797,0.072652167,0.002324036,1,1.077300238,1,-0.077300238,0
mrc,0.309657393,0.504666016,0.185676592,2,1.876019199,1,-0.876019199,-1
mrd,0.99993583,6.41E-05,8.93E-08,1,1.000064259,1,-6.42592E-05,0
mrf,0.895393679,0.100539805,0.004066516,1,1.108672836,1,-0.108672836,0
mrg,0.999040543,0.00095595,3.51E-06,1,1.000962964,1,-0.000962964,0
mrh,0.998476826,0.001516483,6.69E-06,1,1.001529864,1,-0.001529864,0
mri,0.924587567,0.073065956,0.002346477,1,1.077758911,1,-0.077758911,0
mrj,0.970626435,0.028856081,0.000517484,1,1.02989105,1,-0.02989105,0
mrk,0.727217595,0.249770925,0.02301148,1,1.295793885,1,-0.295793885,0
mrn,0.998069261,0.001921396,9.34E-06,1,1.001940083,1,-0.001940083,0
mro,0.99914323,0.000853773,3.00E-06,1,1.000859766,1,-0.000859766,0
mrp,0.888900817,0.106591443,0.00450774,1,1.115606923,1,-0.115606923,0
mrq,0.46982847,0.435927026,0.094244504,1,1.624416034,1,-0.624416034,0
mrr,0.99888239,0.001113272,4.34E-06,1,1.001121947,1,-0.001121947,0
mrs,0.827042484,0.16314146,0.009816056,1,1.182773572,2,0.817226428,1
mrt,0.999668132,0.000331054,8.14E-07,1,1.000332682,1,-0.000332682,0
mru,0.760883785,0.221247904,0.017868311,1,1.256984526,1,-0.256984526,0
mrw,0.999243749,0.00075373,2.52E-06,1,1.000758772,1,-0.000758772,0
mrx,0.630998957,0.326761044,0.042239999,1,1.411241042,2,0.588758958,1
mry,0.949945449,0.048852224,0.001202327,1,1.051256878,1,-0.051256878,0
mrz,0.993369088,0.006575916,5.50E-05,1,1.006685908,1,-0.006685908,0
msb,0.999229945,0.00076747,2.58E-06,1,1.00077264,1,-0.00077264,0
msc,0.998450267,0.001542878,6.85E-06,1,1.001556587,1,-0.001556587,0
mse,0.999020365,0.000976025,3.61E-06,1,1.000983245,1,-0.000983245,0
msf,0.898373347,0.097755439,0.003871214,1,1.105497868,2,0.894502132,1
msg,0.862081238,0.131358497,0.006560264,1,1.144479026,1,-0.144479026,0
msh,0.999347855,0.000650091,2.05E-06,1,1.0006542,1,-0.0006542,0
msj,0.884691522,0.110503186,0.004805292,1,1.12011377,1,-0.12011377,0
msk,0.996244395,0.003731491,2.41E-05,1,1.003779719,1,-0.003779719,0
msl,0.808278341,0.17988323,0.011838429,1,1.203560089,1,-0.203560089,0
msm,0.996089068,0.00388537,2.56E-05,1,1.003936494,1,-0.003936494,0
mso,0.583732589,0.361713365,0.054554046,1,1.470821458,2,0.529178542,1
msp,0.003640022,0.094366931,0.901993047,3,2.898353026,3,0.101646974,0
msq,0.854991501,0.137842794,0.007165705,1,1.152174203,1,-0.152174203,0
msu,0.954732695,0.044243876,0.00102343,1,1.046290735,1,-0.046290735,0
msv,0.679953946,0.288485201,0.031560853,1,1.351606906,2,0.648393094,1
msw,0.954647428,0.044326062,0.001026511,1,1.046379083,1,-0.046379083,0
msx,0.935182458,0.062988922,0.00182862,1,1.066646162,1,-0.066646162,0
msy,0.996785277,0.003195431,1.93E-05,1,1.003234015,1,-0.003234015,0
mta,0.993880366,0.006070723,4.89E-05,1,1.006168545,1,-0.006168545,0
mtb,0.998565501,0.001428349,6.15E-06,1,1.001440649,1,-0.001440649,0
mtc,0.99346288,0.006483258,5.39E-05,1,1.006590981,1,-0.006590981,0
mtd,0.99269086,0.007245707,6.34E-05,1,1.007372574,1,-0.007372574,0
mte,0.936051553,0.062159783,0.001788663,1,1.06573711,1,-0.06573711,0
mtf,0.961781032,0.037436869,0.000782098,1,1.039001066,1,-0.039001066,0
mtg,0.993247887,0.00669564,5.65E-05,1,1.006808587,1,-0.006808587,0
mth,0.917437271,0.079834734,0.002727995,1,1.085290723,1,-0.085290723,0
mti,0.957535673,0.041540044,0.000924283,1,1.04338861,1,-0.04338861,0
mtj,0.974655868,0.02493253,0.000411602,1,1.025755734,1,-0.025755734,0
mtk,0.924115018,0.073514087,0.002370896,1,1.078255878,1,-0.078255878,0
mtl,0.994520188,0.005438169,4.16E-05,1,1.005521454,1,-0.005521454,0
mtn,0.566130376,0.374169277,0.059700347,1,1.493569971,3,1.506430029,2
mto,0.982636336,0.017133022,0.000230641,1,1.017594305,1,-0.017594305,0
mtp,0.976369753,0.023260795,0.000369452,1,1.0239997,1,-0.0239997,0
mtq,0.999465776,0.000532663,1.56E-06,1,1.000535785,1,-0.000535785,0
mtr,0.998512831,0.001480699,6.47E-06,1,1.001493638,1,-0.001493638,0
mts,0.713105745,0.261498909,0.025395346,1,1.312289601,1,-0.312289601,0
mtu,0.740827497,0.238330534,0.02084197,1,1.280014473,1,-0.280014473,0
mtv,0.989691384,0.010203206,0.00010541,1,1.010414026,1,-0.010414026,0
mtw,0.947922339,0.050796137,0.001281523,1,1.053359184,1,-0.053359184,0
mtx,0.787682149,0.198025531,0.01429232,1,1.226610171,1,-0.226610171,0
mty,0.940974529,0.057455883,0.001569588,1,1.060595059,1,-0.060595059,0
mua,0.998630384,0.001363853,5.76E-06,1,1.00137538,1,-0.00137538,0
mub,0.971388223,0.02811503,0.000496747,1,1.029108524,1,-0.029108524,0
muc,0.930994865,0.06697862,0.002026515,1,1.07103165,1,-0.07103165,0
mug,0.998355358,0.00163719,7.45E-06,1,1.001652095,1,-0.001652095,0
muj,0.188779756,0.505620261,0.305599983,2,2.116820228,2,-0.116820228,0
muk,0.970424475,0.029052487,0.000523038,1,1.030098563,1,-0.030098563,0
mum,0.963539568,0.03573438,0.000726052,1,1.037186484,1,-0.037186484,0
muo,0.998908612,0.001087192,4.20E-06,1,1.001095584,1,-0.001095584,0
mup,0.999964924,3.50E-05,4.01E-08,1,1.000035116,1,-3.51159E-05,0
muq,0.987174414,0.012679541,0.000146045,1,1.012971631,1,-0.012971631,0
mus,0.685196883,0.284271989,0.030531129,1,1.345334246,1,-0.345334246,0
mut,0.999719209,0.000280143,6.48E-07,1,1.000281439,1,-0.000281439,0
muu,0.849573166,0.14278039,0.007646445,1,1.158073279,2,0.841926721,1
muv,0.963879531,0.035405057,0.000715412,1,1.03683588,1,-0.03683588,0
mux,0.997533114,0.002453663,1.32E-05,1,1.002480109,1,-0.002480109,0
muy,0.992166784,0.007762987,7.02E-05,1,1.007903446,1,-0.007903446,0
muz,0.984490552,0.015315064,0.000194384,1,1.015703832,1,-0.015703832,0
mva,0.999376047,0.00062202,1.93E-06,1,1.000625886,1,-0.000625886,0
mvb,0.004489068,0.106341611,0.889169322,3,2.884680254,3,0.115319746,0
mvd,0.97583117,0.023786321,0.000382509,1,1.024551339,1,-0.024551339,0
mve,0.997203595,0.002780598,1.58E-05,1,1.002812213,1,-0.002812213,0
mvf,0.997604409,0.002382907,1.27E-05,1,1.002408274,1,-0.002408274,0
mvg,0.886740527,0.108600158,0.004659316,1,1.117918789,1,-0.117918789,0
mvh,0.827677931,0.162571029,0.00975104,1,1.182073109,1,-0.182073109,0
mvi,0.854203392,0.138561954,0.007234655,1,1.153031263,1,-0.153031263,0
mvk,0.950498317,0.048320628,0.001181055,1,1.050682737,1,-0.050682737,0
mvl,0.004252164,0.10312475,0.892623086,3,2.888370922,3,0.111629078,0
mvm,0.906893087,0.089769294,0.003337619,1,1.096444533,1,-0.096444533,0
mvo,0.993907918,0.006043492,4.86E-05,1,1.006140671,1,-0.006140671,0
mvp,0.996745053,0.003235308,1.96E-05,1,1.003274586,1,-0.003274586,0
mvq,0.848377902,0.143867487,0.007754611,1,1.15937671,1,-0.15937671,0
mvr,0.939089348,0.059258632,0.00165202,1,1.062562672,1,-0.062562672,0
mvs,0.561149785,0.377634525,0.06121569,1,1.500065906,2,0.499934094,1
mvt,0.921085232,0.076384637,0.002530131,1,1.081444899,1,-0.081444899,0
mvu,0.906051502,0.090559805,0.003388694,1,1.097337192,1,-0.097337192,0
mvv,0.994009139,0.005943445,4.74E-05,1,1.006038277,1,-0.006038277,0
mvw,0.982787548,0.016984853,0.000227599,1,1.017440052,1,-0.017440052,0
mvy,0.998792693,0.001202476,4.83E-06,1,1.001212138,1,-0.001212138,0
mvz,0.991184004,0.008732394,8.36E-05,1,1.008899597,1,-0.008899597,0
mwb,0.957883535,0.041204195,0.000912269,1,1.043028734,1,-0.043028734,0
mwe,0.999191168,0.000806065,2.77E-06,1,1.000811599,1,-0.000811599,0
mwf,0.855754599,0.137146143,0.007099258,1,1.151344659,1,-0.151344659,0
mwg,0.982733645,0.017037673,0.000228682,1,1.017495037,1,-0.017495037,0
mwh,0.975629785,0.02398278,0.000387435,1,1.024757651,1,-0.024757651,0
mwi,0.963360813,0.035907515,0.000731672,1,1.03737086,1,-0.03737086,0
mwk,0.999917457,8.24E-05,1.25E-07,1,1.000082668,1,-8.26676E-05,0
mwl,0.990165013,0.009736688,9.83E-05,1,1.009933287,1,-0.009933287,0
mwm,0.998420586,0.001572374,7.04E-06,1,1.001586454,1,-0.001586454,0
mwn,0.996542848,0.003435742,2.14E-05,1,1.003478563,1,-0.003478563,0
mwp,0.633439668,0.324900447,0.041659885,1,1.408220217,1,-0.408220217,0
mwq,0.99841024,0.001582655,7.11E-06,1,1.001596865,1,-0.001596865,0
mws,0.993194002,0.006748863,5.71E-05,1,1.006863132,1,-0.006863132,0
mwt,0.955203136,0.043790366,0.001006499,1,1.045803363,1,-0.045803363,0
mwu,0.004916486,0.111932856,0.883150658,3,2.878234172,3,0.121765828,0
mwv,0.875958311,0.118590001,0.005451687,1,1.129493376,1,-0.129493376,0
mww,0.999942489,5.74E-05,7.72E-08,1,1.000057589,1,-5.75885E-05,0
mwz,0.939366578,0.058993638,0.001639784,1,1.062273206,1,-0.062273206,0
mxa,0.847130801,0.14500091,0.007868288,1,1.160737487,1,-0.160737487,0
mxb,0.984969363,0.014845241,0.000185395,1,1.015216032,1,-0.015216032,0
mxc,0.998456128,0.001537053,6.82E-06,1,1.00155069,1,-0.00155069,0
mxd,0.982078772,0.017679241,0.000241987,1,1.018163215,1,-0.018163215,0
mxf,0.902191224,0.09418122,0.003627556,1,1.101436332,1,-0.101436332,0
mxg,0.9768427,0.02279917,0.00035813,1,1.023515431,1,-0.023515431,0
mxh,0.968240475,0.031174955,0.00058457,1,1.032344095,1,-0.032344095,0
mxj,0.997110282,0.002873152,1.66E-05,1,1.002906283,1,-0.002906283,0
mxl,0.999918199,8.17E-05,1.23E-07,1,1.000081924,1,-8.1924E-05,0
mxm,0.989616531,0.010276919,0.00010655,1,1.010490019,1,-0.010490019,0
mxn,0.950219838,0.048588412,0.00119175,1,1.050971911,1,-0.050971911,0
mxo,0.865303457,0.12840267,0.006293873,1,1.140990416,1,-0.140990416,0
mxp,0.971155046,0.028341894,0.000503059,1,1.029348013,1,-0.029348013,0
mxq,0.983789926,0.016002259,0.000207815,1,1.016417889,1,-0.016417889,0
mxr,0.898260574,0.097860902,0.003878524,1,1.105617949,2,0.894382051,1
mxs,0.926600436,0.071155838,0.002243727,1,1.075643291,1,-0.075643291,0
mxt,0.987624947,0.012236625,0.000138428,1,1.012513482,1,-0.012513482,0
mxu,0.976376481,0.023254229,0.00036929,1,1.023992809,1,-0.023992809,0
mxv,0.996079319,0.003895027,2.57E-05,1,1.003946335,1,-0.003946335,0
mxw,0.748141049,0.232131681,0.01972727,1,1.271586221,1,-0.271586221,0
mxx,0.998854363,0.001141147,4.49E-06,1,1.001150127,1,-0.001150127,0
mxy,0.975339011,0.024266398,0.000394592,1,1.025055581,1,-0.025055581,0
mya,0.999999999,6.40E-10,4.31E-14,1,1.000000001,1,-6.4005E-10,0
myb,0.993322521,0.006621917,5.56E-05,1,1.006733041,1,-0.006733041,0
myc,0.743272748,0.236261906,0.020465347,1,1.277192599,2,0.722807401,1
mye,0.99435387,0.005602636,4.35E-05,1,1.005689624,1,-0.005689624,0
myf,0.968222121,0.031192781,0.000585098,1,1.032362978,1,-0.032362978,0
myg,0.957540917,0.041534981,0.000924101,1,1.043383184,1,-0.043383184,0
myh,0.289284234,0.508937493,0.201778273,2,1.912494039,3,1.087505961,1
myj,0.883704192,0.111419407,0.004876401,1,1.121172208,2,0.878827792,1
myk,0.999998649,1.35E-06,5.90E-10,1,1.000001352,1,-1.35169E-06,0
myl,0.970595525,0.028886142,0.000518333,1,1.029922808,1,-0.029922808,0
mym,0.999800316,0.000199275,4.08E-07,1,1.000200092,1,-0.000200092,0
myo,0.89582651,0.100135624,0.004037866,1,1.108211356,2,0.891788644,1
myp,0.701992425,0.270635595,0.02737198,1,1.325379556,1,-0.325379556,0
myr,0.245063295,0.51317776,0.241758945,2,1.99669565,3,1.00330435,1
mys,0.03120829,0.287054704,0.681737006,3,2.650528715,3,0.349471285,0
myu,0.785997685,0.199498176,0.01450414,1,1.228506455,1,-0.228506455,0
myv,0.991839648,0.008085761,7.46E-05,1,1.008234943,1,-0.008234943,0
myw,0.925911231,0.071810091,0.002278678,1,1.076367447,1,-0.076367447,0
myx,0.999862894,0.00013686,2.46E-07,1,1.000137352,1,-0.000137352,0
myy,0.915956782,0.08123301,0.002810208,1,1.086853427,1,-0.086853427,0
myz,0.113733575,0.459202475,0.427063949,2,2.313330374,3,0.686669626,1
mza,0.933447946,0.064642544,0.00190951,1,1.068461564,1,-0.068461564,0
mzb,0.891085383,0.10455773,0.004356888,1,1.113271505,1,-0.113271505,0
mzd,0.89128044,0.104376023,0.004343537,1,1.113063097,1,-0.113063097,0
mze,0.956525277,0.042515181,0.000959543,1,1.044434266,1,-0.044434266,0
mzh,0.973565375,0.0259953,0.000439325,1,1.026873949,1,-0.026873949,0
mzi,0.989102945,0.010782569,0.000114486,1,1.011011541,1,-0.011011541,0
mzj,0.998866909,0.001128669,4.42E-06,1,1.001137512,1,-0.001137512,0
mzk,0.999119918,0.000876971,3.11E-06,1,1.000883192,1,-0.000883192,0
mzl,0.988079813,0.011789299,0.000130888,1,1.012051075,1,-0.012051075,0
mzm,0.999910998,8.89E-05,1.38E-07,1,1.00008914,1,-8.91403E-05,0
mzn,0.99939757,0.000600588,1.84E-06,1,1.000604272,1,-0.000604272,0
mzo,0.229498826,0.512740598,0.257760577,2,2.028261751,3,0.971738249,1
mzp,0.785167393,0.200223431,0.014609177,1,1.229441784,2,0.770558216,1
mzq,0.990572734,0.009334947,9.23E-05,1,1.009519585,1,-0.009519585,0
mzr,0.618461409,0.336235202,0.045303389,1,1.426841981,1,-0.426841981,0
mzs,0.769459372,0.213865071,0.016675557,1,1.247216186,2,0.752783814,1
mzt,0.60212425,0.348364646,0.049511103,1,1.447386853,2,0.552613147,1
mzu,0.982394074,0.01737038,0.000235546,1,1.017841472,1,-0.017841472,0
mzv,0.998664315,0.00133012,5.56E-06,1,1.001341249,1,-0.001341249,0
mzw,0.978802427,0.020884908,0.000312664,1,1.021510237,1,-0.021510237,0
mzz,0.968145756,0.031266945,0.000587299,1,1.032441543,1,-0.032441543,0
naa,0.724985809,0.251634922,0.023379269,1,1.29839346,2,0.70160654,1
nab,0.696977297,0.274729358,0.028293345,1,1.331316049,1,-0.331316049,0
nac,0.993959072,0.005992933,4.80E-05,1,1.006088924,1,-0.006088924,0
naf,0.999321457,0.000676373,2.17E-06,1,1.000680713,1,-0.000680713,0
nag,0.999245824,0.000751665,2.51E-06,1,1.000756688,1,-0.000756688,0
naj,0.991624338,0.008298151,7.75E-05,1,1.008453173,1,-0.008453173,0
nak,0.997816352,0.002172527,1.11E-05,1,1.002194769,1,-0.002194769,0
nal,0.991437677,0.00848225,8.01E-05,1,1.008642397,1,-0.008642397,0
nam,0.501235114,0.417084823,0.081680063,1,1.580444949,1,-0.580444949,0
nao,0.931504301,0.066493734,0.002001965,1,1.070497665,1,-0.070497665,0
nap,0.991836329,0.008089035,7.46E-05,1,1.008238307,1,-0.008238307,0
naq,0.999712676,0.000286655,6.69E-07,1,1.000287993,1,-0.000287993,0
nar,0.981527972,0.018218636,0.000253392,1,1.01872542,1,-0.01872542,0
nas,0.999307152,0.000690615,2.23E-06,1,1.000695082,1,-0.000695082,0
nat,0.993837537,0.006113052,4.94E-05,1,1.006211874,1,-0.006211874,0
nav,0.978571124,0.021110968,0.000317908,1,1.021746784,1,-0.021746784,0
naw,0.994498165,0.005459949,4.19E-05,1,1.005543721,1,-0.005543721,0
nax,0.918737035,0.078606238,0.002656727,1,1.083919692,1,-0.083919692,0
nay,0.001657623,0.059379693,0.938962684,3,2.937305061,2,-0.937305061,-1
naz,0.710273897,0.263835501,0.025890602,1,1.315616705,1,-0.315616705,0
nba,0.998904727,0.001091056,4.22E-06,1,1.00109949,1,-0.00109949,0
nbb,0.972523495,0.027010043,0.000466462,1,1.027942967,1,-0.027942967,0
nbc,0.998483783,0.00150957,6.65E-06,1,1.001522865,1,-0.001522865,0
nbe,0.99973166,0.000267731,6.10E-07,1,1.00026895,1,-0.00026895,0
nbh,0.994248466,0.005706853,4.47E-05,1,1.005796215,1,-0.005796215,0
nbi,0.999775986,0.000223537,4.77E-07,1,1.000224491,1,-0.000224491,0
nbj,0.643500938,0.317175964,0.039323099,1,1.395822161,1,-0.395822161,0
nbk,0.959150682,0.039980264,0.000869054,1,1.041718372,1,-0.041718372,0
nbl,0.999348435,0.000649513,2.05E-06,1,1.000653617,1,-0.000653617,0
nbm,0.999695913,0.000303364,7.22E-07,1,1.000304809,1,-0.000304809,0
nbn,0.82586404,0.164198735,0.009937225,1,1.184073185,1,-0.184073185,0
nbo,0.943755303,0.054793382,0.001451315,1,1.057696012,1,-0.057696012,0
nbp,0.953713253,0.045226229,0.001060519,1,1.047347266,1,-0.047347266,0
nbq,0.985086577,0.014730205,0.000183219,1,1.015096642,1,-0.015096642,0
nbr,0.995522026,0.004446899,3.11E-05,1,1.00450905,1,-0.00450905,0
nbt,0.958612404,0.040500289,0.000887307,1,1.042274903,1,-0.042274903,0
nbu,0.999659323,0.000339834,8.43E-07,1,1.00034152,1,-0.00034152,0
nbv,0.976219328,0.023407591,0.000373081,1,1.024153753,1,-0.024153753,0
nbw,0.995483237,0.004485298,3.15E-05,1,1.004548228,1,-0.004548228,0
nby,0.820621444,0.168892863,0.010485694,1,1.18986425,1,-0.18986425,0
nca,0.998186808,0.001804641,8.55E-06,1,1.001821742,1,-0.001821742,0
ncb,0.836311515,0.154798631,0.008889854,1,1.172578338,1,-0.172578338,0
ncd,0.987239618,0.012615448,0.000144934,1,1.012905316,1,-0.012905316,0
nce,0.939331656,0.059027021,0.001641323,1,1.062309667,1,-0.062309667,0
ncg,0.728836205,0.248416915,0.02274688,1,1.293910676,1,-0.293910676,0
nch,0.993054122,0.006887015,5.89E-05,1,1.007004741,1,-0.007004741,0
ncj,0.981266602,0.018474526,0.000258872,1,1.01899227,1,-0.01899227,0
nck,0.50133248,0.417024308,0.081643212,1,1.580310731,1,-0.580310731,0
ncl,0.749298968,0.231147025,0.019554007,1,1.27025504,1,-0.27025504,0
ncm,0.923846095,0.073769063,0.002384842,1,1.078538748,1,-0.078538748,0
nco,0.994685576,0.005274597,3.98E-05,1,1.005354252,1,-0.005354252,0
ncr,0.991984572,0.00794278,7.26E-05,1,1.008088076,1,-0.008088076,0
nct,0.993226693,0.006716574,5.67E-05,1,1.00683004,1,-0.00683004,0
ncu,0.99733575,0.002649496,1.48E-05,1,1.002679003,1,-0.002679003,0
ncx,0.971928829,0.027588938,0.000482233,1,1.028553404,1,-0.028553404,0
ncz,0.003078213,0.085659615,0.911262173,3,2.90818396,2,-0.90818396,-1
nda,0.962500281,0.036740748,0.000758972,1,1.038258691,1,-0.038258691,0
ndb,0.992316329,0.007615405,6.83E-05,1,1.007751937,1,-0.007751937,0
ndc,0.999872192,0.000127584,2.24E-07,1,1.000128032,1,-0.000128032,0
ndd,0.991309515,0.008608636,8.18E-05,1,1.008772334,1,-0.008772334,0
nde,0.999923649,7.62E-05,1.13E-07,1,1.000076464,1,-7.64635E-05,0
ndg,0.99345532,0.006490727,5.40E-05,1,1.006598632,1,-0.006598632,0
ndh,0.998267779,0.001724204,8.02E-06,1,1.001740239,1,-0.001740239,0
ndi,0.999298163,0.000699563,2.27E-06,1,1.00070411,1,-0.00070411,0
ndj,0.995903076,0.004069593,2.73E-05,1,1.004124256,1,-0.004124256,0
ndk,0.989984079,0.009914925,0.000100995,1,1.010116916,1,-0.010116916,0
ndl,0.980625409,0.01910209,0.000272501,1,1.019647092,1,-0.019647092,0
ndm,0.938064868,0.060237555,0.001697577,1,1.063632709,1,-0.063632709,0
ndn,0.963028582,0.036229254,0.000742164,1,1.037713582,1,-0.037713582,0
ndo,0.999995018,4.98E-06,3.15E-09,1,1.000004985,1,-4.98506E-06,0
ndp,0.998474924,0.001518374,6.70E-06,1,1.001531778,1,-0.001531778,0
ndq,0.903989716,0.092494951,0.003515333,1,1.099525617,1,-0.099525617,0
ndr,0.997035418,0.0029474,1.72E-05,1,1.002981764,1,-0.002981764,0
nds,0.999999578,4.22E-07,1.34E-10,1,1.000000422,1,-4.22078E-07,0
ndt,0.945953699,0.052685679,0.001360622,1,1.055406923,1,-0.055406923,0
ndu,0.96462455,0.034683135,0.000692314,1,1.036067764,1,-0.036067764,0
ndv,0.993659572,0.006288919,5.15E-05,1,1.006391937,1,-0.006391937,0
ndw,0.983443554,0.016341869,0.000214577,1,1.016771022,1,-0.016771022,0
ndx,0.992186482,0.007743548,7.00E-05,1,1.007883488,1,-0.007883488,0
ndz,0.133110686,0.47675031,0.390139005,2,2.257028319,1,-1.257028319,-1
neb,0.995861829,0.004110442,2.77E-05,1,1.0041659,1,-0.0041659,0
nee,0.749917566,0.230620631,0.019461803,1,1.269544238,1,-0.269544238,0
neg,0.297456492,0.507382404,0.195161104,2,1.897704612,2,0.102295388,0
neh,0.996773267,0.003207338,1.94E-05,1,1.003246128,1,-0.003246128,0
nej,0.953394703,0.045533076,0.00107222,1,1.047677517,1,-0.047677517,0
nek,0.650139223,0.312032179,0.037828598,1,1.387689375,2,0.612310625,1
nem,0.732301446,0.245512135,0.022186419,1,1.289884973,1,-0.289884973,0
nen,0.673057174,0.293995084,0.032947742,1,1.359890567,1,-0.359890567,0
neq,0.980476341,0.019247952,0.000275707,1,1.019799366,1,-0.019799366,0
ner,0.855267083,0.137591244,0.007141672,1,1.151874589,1,-0.151874589,0
nes,0.997981603,0.002008448,9.95E-06,1,1.002028346,1,-0.002028346,0
net,0.913833358,0.083236588,0.002930054,1,1.089096695,1,-0.089096695,0
nev,0.974656094,0.02493231,0.000411596,1,1.025755502,1,-0.025755502,0
new,0.999508336,0.000490271,1.39E-06,1,1.000493057,1,-0.000493057,0
